id,question,cot,answer,unit
TD007,"A parallel-plate air capacitor with a capacitance of C = 2pF is charged to a potential difference of U = 600 V. The capacitor is then disconnected from the power source, and its plates are moved apart so that the distance between them doubles. Calculate the new potential difference, U1.","Step 1: The initial capacitance (C) is 2 pF and the initial potential difference (U) is 600 V.
Step 2: When the capacitor is disconnected from the power source, the charge (Q) on its plates remains constant.
Step 3: The capacitance of a parallel-plate capacitor is inversely proportional to the distance (d) between its plates (C = ε₀ × A / d).
Step 4: If the plate separation doubles, the new capacitance (C1) will be half of the original capacitance (C), so C1 = C / 2.
Step 5: Use the relation U = Q / C. Since Q is constant, the potential difference is inversely proportional to the capacitance (U is proportional to 1 / C).
Step 6: The new potential difference U1 between the plates is 1200 V.",1200,V
TD006,"An air-filled parallel-plate capacitor with capacitance C = 2 pF is charged to a voltage of U = 600 V. The capacitor is then disconnected from the source, and its plates are moved apart such that the distance between them is doubled. Calculate the new capacitance C1.","Step 1: The initial capacitance of the air-filled parallel-plate capacitor is given as C = 2 pF.
Step 2: The capacitance of a parallel-plate capacitor is inversely proportional to the distance between its plates, meaning C is proportional to 1 / d.
Step 3: The problem states that the plates are moved apart such that the distance between them is doubled, meaning the new distance d1 = 2d.
Step 4: Since the capacitance is inversely proportional to the distance, doubling the distance will halve the capacitance, so the new capacitance C1 = C / 2.
Step 5: The new capacitance C1 of the capacitor is 1 pF.",1,pF
TD022,A parallel-plate air capacitor has a capacitance of 42.64 pF and is charged to a potential difference of 122.7 V. Calculate the electric field energy stored in the capacitor.,"Step 1: Identify the given capacitance (C) as 42.64 pF and the potential difference (V) as 122.7 V.
Step 2: Convert the capacitance from picofarads (pF) to farads (F): C = 42.64 × 10⁻¹² F.
Step 3: Use the formula for the energy (U) stored in a capacitor: U = (1/2)CV².
Step 4: Substitute the values into the formula: U = (1/2) × (42.64 × 10⁻¹² F) × (122.7 V)².
Step 5: The electric field energy stored in the capacitor is approximately 320.83 nJ.",320.83,nJ
TD054,A flat capacitor has a capacitance of 60.70 pF and is charged to a voltage of 129.2 V. Calculate the charge stored by the capacitor.,"Step 1: Identify the given values: C = 60.70 pF, V = 129.2 V.
Step 2: Convert the capacitance to SI units: C = 60.70 × 10^-12 F.
Step 3: Recall the formula for the charge (Q) stored in a capacitor: Q = C × V.
Step 4: The charge stored by the capacitor is approximately 7.84 nC.",7.84,nC
TD058,An air-filled parallel-plate capacitor has a capacitance of 31.89 pF and is charged to a voltage of 147.0 V. Calculate the electric field energy stored in the capacitor.,"Step 1: Identify the given capacitance (C) and potential difference (V).
Step 2: Convert the capacitance from picofarads (pF) to farads (F).
Step 3: Use the formula for the electric field energy (U) stored in a capacitor: U = 0.5 × C × V^2.
Step 4: The electric field energy stored in the capacitor is approximately 344.56 nJ.",344.56,nJ
TD188,A parallel-plate air capacitor has a capacitance of 26.97 pF and is charged to a voltage of 110.1 V. Calculate the electric field energy stored in the capacitor. Give your answer rounded to one decimal places.,"Step 1: Identify and convert the given values. The capacitance C = 26.97 × 10⁻¹² F and the voltage V = 110.1 V.
Step 2: State the formula for the energy stored in the electric field, U = 1/2 × C × V².
Step 3: Substitute the values into the formula to calculate the stored energy.
U = 1/2 × (26.97 × 10⁻¹² F) × (110.1 V)² ≈ 163.5 nJ",163.3,nJ
TD378,"A capacitor has C = 4 μF. If the desired stored energy is 0.5 mJ, what is the required voltage?","Step 1: Identify C = 4 μF and W = 0.5 mJ = 500 μJ.
Step 2: Use the formula V = √(2W / C).
Step 3: Substitute the values: V = √(2 × 500 × 10⁻⁶ / 4 × 10⁻⁶).
Step 4: Calculate: V = √250 ≈ 15.81 V.",15.81,V
TD398,"A parallel-plate capacitor has a dielectric constant (or relative permittivity) **ε = 3**, plate separation **d = 0.5 mm**, and plate area **S = 250 cm²**. If a voltage **U = 50 V** is applied across it, calculate the energy stored in the electric field.","Step 1: List values: εr = 3, d = 0.0005 m, S = 0.025 m², U = 50 V.
Step 2: Calculate capacitance: C = (3 × 8.854 × 10⁻¹² × 0.025) / 0.0005 = 1.3281 × 10⁻⁹ F.
Step 3: Use energy formula: W = 0.5 × C × U².
Step 4: Calculate: W = 0.5 × 1.3281 × 10⁻⁹ × 50² ≈ 1.66 μJ.",1.66,nJ
TD367,"A capacitor has a capacitance of 2 μF, and a voltage U is applied across it. If U is doubled, how many times will the electric field energy increase?","Step 1: State the energy formula: W = 0.5 × C × V².
Step 2: Note that energy is proportional to the square of the voltage (W ∝ V²).
Step 3: If the voltage is doubled (V_new = 2V), the energy increases by a factor of 2².
Step 4: Conclude that the energy increases by 4 times.",4,lần
TD049,An air-filled parallel-plate capacitor has a capacitance of 51.55 pF and is charged to a potential difference of 158.2 V. Calculate the electric field energy stored in the capacitor.,"Step 1: Identify the given capacitance (C) and potential difference (V).
Step 2: Convert the capacitance from picofarads (pF) to farads (F).
Step 3: Use the formula for the electric field energy (U) stored in a capacitor: U = 0.5 × C × V^2.
Step 4: The electric field energy stored in the capacitor is approximately 645.08 nJ.",645.08,nJ
TD392,"A parallel-plate capacitor has a dielectric constant ε = 2, an area of 400 cm², and a plate separation of d = 0.5 mm. A voltage of U = 100 V is applied across it. Calculate the electric field energy density.","Step 1: Identify the given values: εr = 2, d = 0.0005 m, and U = 100 V.
Step 2: Calculate the electric field strength: E = U / d = 100 / 0.0005 = 200,000 V/m.
Step 3: Use the formula for energy density: u = 0.5 × ε₀ × εr × E².
Step 4: Substitute values: u = 0.5 × 8.854 × 10⁻¹² × 2 × (200,000)² ≈ 0.354 J/m³.",0.354,J/m³
TD166,A parallel-plate capacitor has a capacitance of 27.62 pF and is charged to a voltage of 108.8 V. Calculate the charge on the capacitor. Give your answer rounded to three decimal places.,"Step 1: Identify the given capacitance (C) and voltage (V) from the question.
 Step 2: State the formula for the charge (Q) on a capacitor: Q = C × V.
 Step 3: Substitute the given values, C = 27.62 pF and V = 108.8 V, into the formula.
 Step 4: Calculate the charge Q = 27.62 pF × 108.8 V.",3.005,nC
TD055,An air capacitor has a capacitance of 60.70 pF and is charged to a voltage of 129.2 V. Calculate the energy stored in the capacitor.,"Step 1: Identify the given capacitance (C) and potential difference (V).
Step 2: Convert the capacitance from picofarads (pF) to farads (F).
Step 3: Use the formula for the electric field energy (U) stored in a capacitor: U = 0.5 × C × V^2.
Step 4: The electric field energy stored in the capacitor is approximately 506.62 nJ.",506.62,nJ
TD173,A parallel-plate air capacitor has a capacitance of 22.38 pF and is charged to a voltage of 112.2 V. Calculate the energy stored in the capacitor. Give your answer rounded to the nearest integer.,"Step 1: Identify and convert the given values. The capacitance C = 22.38 × 10⁻¹² F and the voltage V = 112.2 V.
Step 2: State the formula for the energy stored in the electric field, U = 1/2 × C × V².
Step 3: Substitute the values into the formula.
U = 1/2 × (22.38 × 10⁻¹² F) × (112.2 V)² ≈ 141 nJ",141,nJ
TD374,"A capacitor C = 3 μF, is charged at 12 V, then its two plates are short-circuited. Calculate the charge and energy after short-circuiting.","Step 1: Recognize that short-circuiting a capacitor provides a path for the plates to neutralize.
Step 2: The stored charge flows until the potential difference is zero.
Step 3: Determine the final charge: Q = 0 C.
Step 4: Determine the final energy: W = 0 J.",0; 0,μC; μJ
TD070,An air parallel-plate capacitor has a capacitance of 32.48 pF and is charged at a potential difference of 162.4 V. Calculate the electric field energy stored in the capacitor.,"Step 1: Identify the given capacitance (C) and potential difference (V).
Step 2: Convert the capacitance from picofarads (pF) to farads (F).
Step 3: Use the formula for the electric field energy (U) stored in a capacitor: U = 0.5 × C × V^2.
Step 4: The electric field energy stored in the capacitor is approximately 428.31 nJ.",428.31,nJ
TD402,"Calculate the capacitance C of the capacitor, given that it stores Q = 3 mC when fully charged under U = 30 V.","Step 1: Identify the given values from the question: the charge Q = 3 mC and the voltage U = 30 V.
Step 2: Recall the formula for capacitance, which is C = Q / U.
Step 3: Convert the charge to the standard unit (Coulombs): Q = 3 mC = 3 × 10⁻³ C.
Step 4: Substitute the values into the formula: C = (3 × 10⁻³ C) / (30 V).",100,μF
TD039,A parallel-plate capacitor with a capacitance of 11.95 pF is charged to a voltage of 50.1 V. Calculate the charge stored by the capacitor.,"Step 1: Identify the given values: C = 11.95 pF, V = 50.1 V.
Step 2: Convert the capacitance to SI units: C = 11.95 × 10^-12 F.
Step 3: Recall the formula for the charge (Q) stored in a capacitor: Q = C × V.
Step 4: The charge stored by the capacitor is approximately 0.6 nC.",0.6,nC
TD389,A parallel plate capacitor has a charge of 80 μC and a voltage of 400 V. Calculate the attractive force between the two plates if the area S = 50 cm².,"Step 1: Identify the given charge Q = 80 μC and area S = 50 cm².
Step 2: Convert to SI units: Q = 80 × 10⁻⁶ C and S = 0.005 m².
Step 3: Recall the formula for the attractive force between plates: F = Q² / (2 × ε₀ × S).
Step 4: Using ε₀ ≈ 8.854 × 10⁻¹² F/m, substitute the values into the formula.
Step 5: Calculate the result: F = (80 × 10⁻⁶)² / (2 × 8.854 × 10⁻¹² × 0.005) ≈ 7.23 x 10^4 N.",7.23*10^4,mN
TD086,A parallel-plate air capacitor has a plate area of 26.8 cm² and a plate separation of 0.86 mm. Calculate its capacitance.,"Step 1: Identify the given values: A = 26.8 cm^2, d = 0.86 mm.
Step 2: Convert the units to SI: A = 26.8 × 10^-4 m^2 and d = 0.86 × 10^-3 m.
Step 3: Recall the capacitance formula for a parallel-plate capacitor: C = κ × ε₀ × (A / d), where ε₀ is the permittivity of free space (approximately 8.854 × 10⁻¹² F/m for air).
Step 4: The capacitance of the capacitor is approximately 27.59 pF.",27.59,pF
TD373,"A capacitor has a voltage of 10 V and a capacitance of 8 μF. If it's replaced by another capacitor with a capacitance of 4 μF, while maintaining the same voltage, what is the reduction in energy?","Step 1: Calculate initial energy W1 = 0.5 × 8 μF × (10 V)² = 400 μJ.
Step 2: Calculate final energy W2 = 0.5 × 4 μF × (10 V)² = 200 μJ.
Step 3: Find the reduction in energy: ΔW = W1 - W2.
Step 4: Calculate: ΔW = 400 μJ - 200 μJ = 200 μJ . The energy is reduced by 50%",50%,
TD038,A parallel-plate air capacitor has a plate area of 12.8 cm² and a plate separation of 0.95 mm. Calculate the capacitance of the capacitor.,"Step 1: Identify the given values: A = 12.8 cm^2, d = 0.95 mm.
Step 2: Convert the units to SI: A = 12.8 × 10^-4 m^2 and d = 0.95 × 10^-3 m.
Step 3: Recall the capacitance formula for a parallel-plate capacitor: C = κ × ε₀ × (A / d), where ε₀ is the permittivity of free space (approximately 8.854 × 10⁻¹² F/m for air).
Step 4: The capacitance of the capacitor is approximately 11.93 pF.",11.93,pF
TD385,"A parallel-plate capacitor with a capacitance of 100 pF is charged to 200 V. The power source is then disconnected, and the distance between its plates is doubled. Calculate the electrical energy stored in the capacitor after this change.","Step 1: Identify initial values: C_initial = 100 pF, V_initial = 200 V.
Step 2: Calculate initial charge: Q = C_initial × V_initial = 100 pF × 200 V = 20,000 pC = 20 nC.
Step 3: Since the source is disconnected, charge Q remains constant at 20 nC.
Step 4: Doubling the distance (d) halves the capacitance: C_final = 100 pF / 2 = 50 pF.
Step 5: Calculate final energy using W = Q² / (2 × C_final).
Step 6: W = (20 × 10⁻⁹)² / (2 × 50 × 10⁻¹²) = (400 × 10⁻¹⁸) / (100 × 10⁻¹²) = 4 × 10⁻⁶ J = 4 μJ.",4.000,μJ
TD085,An air-filled parallel plate capacitor has a capacitance of 40.31 pF and is charged to a potential difference of 100.2 V. Calculate the electric field energy stored in the capacitor.,"Step 1: Identify the given capacitance (C) and potential difference (V).
Step 2: Convert the capacitance from picofarads (pF) to farads (F).
Step 3: Use the formula for the electric field energy (U) stored in a capacitor: U = 0.5 × C × V^2.
Step 4: The electric field energy stored in the capacitor is approximately 202.36 nJ.",202.36,nJ
TD393,A capacitor C = 10 μF is charged to U = 100 V. The capacitor plates are then split in half without any charge leakage. Calculate the new capacitance.,"Step 1: Recall the capacitance formula: C = ε₀ × S / d.
Step 2: Note that the capacitance is directly proportional to the area of the plates.
Step 3: Since the plates are split in half, the effective area S is halved.
Step 4: Calculate the new capacitance: C_new = 10 μF / 2 = 5 μF",5.000,μF
TD386,"A parallel-plate capacitor is placed in a dielectric (ε = 4), with plate area S = 300 cm² and separation d = 1 mm. If the dielectric is replaced with one where ε = 2, how does the capacitance change?","Step 1: Use the formula C = (ε × ε₀ × S) / d.
Step 2: Note that for a fixed area and distance, capacitance is directly proportional to the dielectric constant (C ∝ ε).
Step 3: Compare the new dielectric (ε2 = 2) to the old one (ε1 = 4).
Step 4: The ratio is ε2 / ε1 = 2 / 4 = 1/2.
Step 5: Conclude that the capacitance decreases by half.",decreases by half,
TD096,"Two capacitors with capacitances C1 = 3 μF and C2 = 5 μF, respectively, are charged to U1 = 100 V and U2 = 250 V. After connecting their like-signed terminals (e.g., positive to positive, negative to negative), calculate the voltage across the capacitor combination.","Step 1: Calculate the initial charge Q1 on capacitor C1 using Q = C × U.
Step 2: Calculate the initial charge Q2 on capacitor C2 using Q = C × U.
Step 3: When capacitors are connected with like-signed terminals, the total charge is the sum of individual charges.
Step 4: When connected in parallel, the equivalent capacitance is the sum of individual capacitances.
Step 5: Calculate the final voltage (V) across the combination using V = Q_total / C_eq.
Step 6: The final voltage across the combination is 193.75 V.",193.75,V
TD023,A parallel plate air capacitor has a plate area of 44.1 cm² and the distance between the two plates is 0.79 mm. Calculate the capacitance of the capacitor.,"Step 1: Identify the formula for the capacitance of a parallel plate capacitor, which is C = (ε × A) / d, where ε₀ is the permittivity of free space (approximately 8.854 × 10⁻¹² F/m for air).
Step 2: Convert the the given values to SI units: A = 44.1 × 10⁻⁴ m², d = 0.79 × 10⁻³ m.
Step 3: The capacitance of the capacitor is approximately 49.4 pF.",49.4,pF
TD090,A parallel-plate capacitor has a capacitance of 31.11 pF and is charged to a voltage of 76.4 V. Calculate the charge stored by the capacitor.,"Step 1: Identify the given values: C = 31.11 pF, V = 76.4 V.
Step 2: Convert the capacitance to SI units: C = 31.11 × 10^-12 F.
Step 3: Recall the formula for the charge (Q) stored in a capacitor: Q = C × V.
Step 4: The charge stored by the capacitor is approximately 2.38 nC.",2.38,nC
TD087,A parallel-plate capacitor has a capacitance of 27.63 pF and is charged to a potential difference of 91.9 V. Calculate the charge stored by the capacitor.,"Step 1: Identify the given values: C = 27.63 pF, V = 91.9 V.
Step 2: Convert the capacitance to SI units: C = 27.63 × 10^-12 F.
Step 3: Recall the formula for the charge (Q) stored in a capacitor: Q = C × V.
Step 4: The charge stored by the capacitor is approximately 2.54 nC.",2.54,nC
TD066,A parallel-plate capacitor with a capacitance of 19.75 pF is charged to a voltage of 131.9 V. Calculate the charge stored by the capacitor.,"Step 1: Identify the given values: C = 19.75 pF, V = 131.9 V.
Step 2: Convert the capacitance to SI units: C = 19.75 × 10^-12 F.
Step 3: Recall the formula for the charge (Q) stored in a capacitor: Q = C × V.
Step 4: The charge stored by the capacitor is approximately 2.61 nC.",2.61,nC
TD010,"A parallel-plate capacitor in air is connected to a 50 V power source. The capacitor is then disconnected from the source, and the distance between its plates is doubled. What is the voltage across the capacitor at that point?","Step 1: Identify the initial voltage across the capacitor when connected to the power source.
Step 2: Note that when a capacitor is disconnected from its power source, the charge (Q) stored on its plates remains constant.
Step 3: Recall the formula for the capacitance of a parallel-plate capacitor: C = (ε₀ × A) / d, where ε₀ is the permittivity of free space, A is the plate area, and d is the plate separation.
Step 4: Determine how the capacitance changes when the plate distance is doubled. If the initial capacitance is C1 for distance d1, the new capacitance C2 for distance d2 = 2×d1 will be C2 = (ε₀ × A) / (2×d1) = C1 / 2.
Step 5: Use the relation U = Q / C. Since Q is constant, the potential difference is inversely proportional to the capacitance (U is proportional to 1 / C).
Step 6: The new voltage across the capacitor is 100 V.",100,V
TD176,An air-filled parallel-plate capacitor has a capacitance of 23.22 pF and is charged to a voltage of 77.7 V. Calculate the electric field energy stored in the capacitor. Give your answer rounded to two decimal places.,"Step 1: Identify and convert the given values. The capacitance C = 23.22 × 10⁻¹² F and the voltage V = 77.7 V.
Step 2: State the formula for the energy stored in the electric field, U = 1/2 × C × V².
Step 3: Substitute the values into the formula.
U = 1/2 × (23.22 × 10⁻¹² F) × (77.7 V)² ≈ 70.09 nJ",70.09,nJ
TD030,A parallel-plate capacitor with a capacitance of 21.96 pF is charged to a voltage of 28.8 V. Calculate the charge stored by the capacitor.,"Step 1: Identify the given values: C = 21.96 pF, V = 28.8 V.
Step 2: Convert the capacitance to SI units: C = 21.96 × 10^-12 F.
Step 3: Recall the formula for the charge (Q) stored in a capacitor: Q = C × V.
Step 4: The charge stored by the capacitor is approximately 0.63 nC.",0.63,nC
TD095,"Two capacitors with capacitances C1 = 4 μF and C2 = 6 μF are charged to U1 = 150 V and U2 = 300 V, respectively. After connecting their like-poled terminals together, what is the final voltage across the combination?","Step 1: Calculate the initial charge (Q1) on capacitor C1 using Q = C × U.
Step 2: Calculate the initial charge (Q2) on capacitor C2 using Q = C × U.
Step 3: When capacitors are connected with like polarities, the total charge (Q_total) is the sum of the individual charges.
Step 4: When capacitors are connected in parallel, the total capacitance (C_total) is the sum of the individual capacitances.
Step 5: Calculate the final voltage (V) across the combination using V = Q_total / C_total.
Step 6: The final voltage across the combination is 240 V.",240,V
TD019,An air-filled parallel-plate capacitor has a capacitance of 15.76 pF and is charged to a voltage of 91.6 V. Calculate the electric field energy stored in the capacitor.,"Step 1: Identify the given values from the question.
Step 2: The capacitance (C) is 15.76 pF and the voltage (V) is 91.6 V.
Step 3: Convert the capacitance from picofarads (pF) to farads (F): C = 15.76 × 10^-12 F.
Step 4: Recall the formula for the energy (U) stored in a capacitor: U = (1/2) × C × V^2.
Step 5: The electric field energy stored in the capacitor is approximately 66.16 nJ.",66.16,nJ
TD074,An air-filled parallel-plate capacitor has a plate area of 48.0 cm² and a separation between the plates of 0.52 mm. Calculate its capacitance.,"Step 1: Identify the given values: A = 48.0 cm^2, d = 0.53 mm.
Step 2: Convert the units to SI: A = 48.0 × 10^-4 m^2 and d = 0.52 × 10^-3 m.
Step 3: Recall the capacitance formula for a parallel-plate capacitor: C = κ × ε₀ × (A / d), where ε₀ is the permittivity of free space (approximately 8.854 × 10⁻¹² F/m for air).
Step 4: The capacitance of the capacitor is approximately 81.73 pF.",81.73,pF
TD091,"A parallel-plate capacitor consists of two circular plates, each with a radius R = 50 cm. The distance between the plates is d = 1.5 mm. What is the maximum charge that can be stored in the capacitor without causing dielectric breakdown, given that the maximum electric field strength (dielectric strength) of air is E_max = 3×10⁵ V/m?","Step 1: Convert all given values to SI units.
Step 2: Calculate the area (A) of the circular capacitor plates using the given radius R = 0.50 m.
Step 3: Calculate the maximum voltage (V_max) the capacitor can withstand using the maximum electric field strength (E_max) and the distance between plates (d = 1.5 × 10⁻³ m).
Step 4: Calculate the capacitance (C) of the parallel-plate capacitor using the permittivity of free space (ε₀ ≈ 8.854 × 10⁻¹² F / m), the calculated area (A), and the distance (d).
Step 5: Calculate the maximum charge (Q_max) using the formula Q_max = C × V_max.
Step 6: Step 6: The maximum charge stored is 2.085 μC.",2.085,μC
LD297,"Two electric charges, q1 = +2.6 × 10^-6 C and q2 = -2.6 × 10^-6 C, are placed at points A and B, 5.2 cm apart. Point M lies on the perpendicular bisector of AB, at a distance of 3.1 cm from the line segment AB. Calculate the resultant electric field intensity at M. Give your answer rounded up two decimal places.","Step 1: Identify the given values and constants. The charges are q1 = +2.6 × 10^-6 C and q2 = -2.6 × 10^-6 C. The separation AB = 5.2 cm, meaning the distance from the midpoint O to either charge is 2.6 cm. The distance from the midpoint to M is 3.1 cm. The Coulomb's constant is k = 9.0 × 10^9 N m^2/C^2.
Step 2: Convert the distances from centimeters to meters. Midpoint distance AO = BO = 0.026 m. Height OM = 0.031 m.
Step 3: Calculate the distance r from each charge (q1 at A or q2 at B) to point M using the Pythagorean theorem, where r = sqrt(0.026^2 + 0.031^2) = 0.0405 m.
Step 4: Calculate the magnitude E of the electric field produced by a single charge at M using E = k × |q| / r^2, where E1 = E2 = (9.0 × 10^9 N m^2/C^2) × (2.6 × 10^-6 C) / (0.0405 m)^2 = 1.4294 × 10^7 V/m. Then, find the resultant electric field intensity E1 + E2, where E_resultant = 2 × E1 × cos(theta) = 2 × (1.4294 × 10^7 V/m) × (0.026 / 0.0405) = 1.84 × 10^7 V/m.",1.84*10^7,V/m
LD100,"Two electric charges, q1 = +3 × 10^-6 C and q2 = −3 × 10^-6 C, are placed at points A and B, separated by 10 cm. Point M lies on the perpendicular bisector of AB, at a distance of 6 cm from the line segment AB. Calculate the resultant electric field strength at M.","Step 1: Identify the given values and convert units to SI.
Step 2: Determine the geometry and calculate the distance from each charge to point M.
Step 3: Calculate the magnitude of the electric field due to each charge at point M.
Step 4: Determine the direction of the electric fields E1 and E2 at M.
Step 5: Analyze the vector sum: Due to symmetry and opposite charges, the vertical components cancel out, while the horizontal components (parallel to AB) add up.
Step 6: Calculate the net field magnitude using the cosine of the angle θ between the vector and the line AB: cos(θ) = 5 / sqrt(61).
Step 7: Apply the formula for the resultant field: E_M = 2 × E1 × cos(θ).
Step 8: The magnitude of the net electric field at point M is approximately 5.67 × 10^6 V/m, directed parallel to AB from A toward B.",5.67 × 10^6,V/m
LD364,"Two charges, q1 = 1.34 × 10^-6 C and q2 = 1.02 × 10^-6 C, are each located 4.55 cm from point M. The electric fields produced by these charges at point M are perpendicular to each other (form a 90° angle). Calculate the magnitude of the net electric field at M. Give your answer rounded two decimal places.","Step 1: Identify the given values and convert the distance from centimeters to meters.
q1 = 1.34 × 10⁻⁶ C, q2 = 1.02 × 10⁻⁶ C, and r = 4.55 cm = 0.0455 m. Use k = 8.9875 × 10⁹ N×m²/C².

Step 2: Calculate the magnitude of the electric field E1 produced by charge q1 at point M.
E1 = (8.9875 × 10⁹ × 1.34 × 10⁻⁶) / 0.0455² ≈ 5817292.60 V/m.

Step 3: Calculate the magnitude of the electric field E2 produced by charge q2 at point M.
E2 = (8.9875 × 10⁹ × 1.02 × 10⁻⁶) / 0.0455² ≈ 4428088.40 V/m.

Step 4: Determine the magnitude of the net electric field at M using the Pythagorean theorem for the perpendicular field vectors:
Enet = √(E1² + E2²) = √(5817292.60² + 4428088.40²) ≈ 7.32 × 10⁶ V/m.",7.32 × 10^6,V/m
